nct_id,study_status,shap_value,feature_value,direction,snippet,dim,mean_abs
NCT06590129,1,0.007304604388064035,-0.037956662,high,Functional Recovery and Pain Reduction Post-hydrodissection vs Rehabilitation in Patients With Carpal Tunnel Syndrome (Hydrocarpal) | Carpal Tunnel Syndrome (CTS) | This study pretend to evaluate the effectiveness of hydrodissection vs only…,97,0.002237009212650405
NCT06130345,1,0.0072944272137903,-0.084443502,high,Post-marketing Safety of Elasomeran/Davesomeran and Andusomeran | SARS-CoV-2 | The main objective of the study is to evaluate the safety of the elasomeran/davesomeran and andusomeran vaccines as used in routine clinical practice.,97,0.002237009212650405
NCT05442853,1,0.007147687428698078,-0.042811096,high,"Continuous Glucose Monitoring for Hyperglycemia in Critically Ill Patients | Hyperglycemia|Hypoglycemia|Critical Illness|Diabetes Mellitus | The investigators intend to conduct a single-center, prospective, randomized comparative trial of p…",97,0.002237009212650405
NCT06699940,1,-0.00433809330830627,-0.210541904,low,A Retrospective Study to Evaluate NeuroStar® Advanced Therapy in Adolescents | MDD | To assess the real-world effectiveness of transcranial magnetic stimulation (TMS) for depression in large adolescent and young adult samples.,97,0.002237009212650405
NCT05814029,1,-0.004210257846111744,-0.086048223,low,"Different Mobilization Techniques on Balance, Gait, Jumping and Foot Plantar Pressure | Dorsiflexion Deformity of Foot | Adequate ankle dorsiflexion range of motion is important for normal performance of functional activities such as walkin…",97,0.002237009212650405
NCT06115044,1,-0.004190538123814349,-0.145597219,low,"The DINE-Normal Proof-of-concept Study | Critical Illness|Enteral Nutrition|Time Restricted Feeding | Overarching hypothesis In critically ill adults enteral feeding in a diurnal intermittent pattern improves patient centred outcomes.

Rese…",97,0.002237009212650405
NCT05740982,0,-0.0038250251466479313,-0.223922566,low,"A Phase 2 Randomized Multisite Trial to Inform Public Health Strategies Involving the Use of MVA-BN Vaccine for Mpox | Monkeypox | This study is a Phase 2 open-label, non-placebo controlled, multi-site clinical trial that will evaluate the …",97,0.002237009212650405
NCT06294756,1,-0.003700992558184453,-0.050661683,low,"Sulfureous Water Therapy in Viral Respiratory Diseases | Long-COVID|Post COVID-19 Condition|Chronic COVID-19 Syndrome|Post Acute Sequelae of COVID-19 | The goal of this double-blind, interventional, randomized case-control, pilot trial is t…",97,0.002237009212650405
NCT06509282,1,-0.003695809775854286,-0.011809048,low,"Personalized Concurrent Exercise for Cardiovascular Risk Control and Fitness in Adults | Cardiovascular Syndrome, Metabolic | Aim: To determine the efficacy of a personalized concurrent exercise prescription guide combined with pharmacologi…",97,0.002237009212650405
NCT05997654,1,-0.0036110460854524716,-0.140488654,low,Evaluation of the Safety and Effectiveness of the Investigational Product in Improvement of the Appearance of Wrinkles and General Aspect of the Skin | Skin Aging | The study investigates the safety and effectiveness of SILIMED® brand MEDGE…,97,0.002237009212650405
NCT06280118,1,-0.0034889760576857043,0.006551977,low,"The Effect of Fatigue on CPR | Resuscitation | Background: This study, in contrast to the previous studies, generated a scenario of fatigue in an earthquake scenario and aimed to measure the effect of fatigue on the quality of cardiopulmona…",97,0.002237009212650405
